时间,店名,产品,个数
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),12
2022/6/4,高新区小郭火锅店（天府三街直营店）,探川椒麻包95g*100,4
2022/6/4,高新区小郭火锅店（天府三街直营店）,美好火腿肠170g*30,5
2022/6/4,高新区小郭火锅店（天府三街直营店）,花千骨专用红油,1
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠番茄汤膏300g*50(漫味龙),3
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠复合调味粉120g*75(升级版),3
2022/6/4,高新区小郭火锅店（天府三街直营店）,探川椒麻包26g*200,6
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠食用植物调和油65ml*200,30
2022/6/4,高新区小郭火锅店（天府三街直营店）,福粮长粒香米25kg,1
2022/6/4,高新区小郭火锅店（天府三街直营店）,探川椒麻包110g*100,3
2022/6/4,高新区小郭火锅店（天府三街直营店）,全木浆擦手纸(168-170mm)-24包,1
2022/6/4,高新区小郭火锅店（天府三街直营店）,自然馋黑土猪火锅午餐肉340g*24,3
2022/6/4,高新区小郭火锅店（天府三街直营店）,笋胡子清水笋片1kg*10,6
2022/6/4,高新区小郭火锅店（天府三街直营店）,醪糟606g*12,3
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),15
2022/6/4,高新区小郭火锅店（天府三街直营店）,小枣1.5kg,3
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠菌汤膏135g*74,3
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油50g*132,5
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠复合调味粉40g*225(升级版),4
2022/6/4,高新区小郭火锅店（天府三街直营店）,珍宝大卷纸,1
2022/6/4,高新区小郭火锅店（天府三街直营店）,自然馋牛奶鸭血300g*20,5
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠复合调味粉100g*90(升级版),4
2022/6/4,高新区小郭火锅店（天府三街直营店）,洁劲洗洁精10kg*2,4
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠复合调味粉60g*150(升级版),3
2022/6/4,高新区小郭火锅店（天府三街直营店）,自然馋土豆宽粉180g*50,3
2022/6/4,高新区小郭火锅店（天府三街直营店）,一次性独立包装火锅筷32cm-1400双,6
2022/6/4,高新区小郭火锅店（天府三街直营店）,元宝大豆油10L*2,3
2022/6/4,高新区小郭火锅店（天府三街直营店）,自然馋火锅川粉180g*50,4
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油100g*96,2
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠盒装纸巾(250盒),1
2022/6/4,高新区小郭火锅店（天府三街直营店）,300ml圆形打包盒-450个(统采),1
2022/6/4,高新区小郭火锅店（天府三街直营店）,杀虫剂600ml(统采),24
2022/6/4,高新区小郭火锅店（天府三街直营店）,仙达妮玻瓷净1kg*12(统采),1
2022/6/4,高新区小郭火锅店（天府三街直营店）,扫把(统采),2
2022/6/4,高新区小郭火锅店（天府三街直营店）,大号吸水拖把(统采),2
2022/6/4,高新区小郭火锅店（天府三街直营店）,蚊香40/卷(统采),2
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠外卖锅具小锅,5
2022/6/4,高新区小郭火锅店（天府三街直营店）,蜀大侠外卖锅具大锅,5
2022/6/5,高新区小郭火锅店（天府三街直营店）,卤肥肠1kg*10,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,大侠贡菜肉滑1kg*10,2
2022/6/5,高新区小郭火锅店（天府三街直营店）,八奇牛青花椒味火锅牛排1kg*12(云阳),2
2022/6/5,高新区小郭火锅店（天府三街直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,调味飞鱼籽1kg*10,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,6
2022/6/5,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),4
2022/6/5,高新区小郭火锅店（天府三街直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,自然馋黑鱼片500g*20,2
2022/6/5,高新区小郭火锅店（天府三街直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,千喜鹤猪脑花(96个),3
2022/6/5,高新区小郭火锅店（天府三街直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,3
2022/6/5,高新区小郭火锅店（天府三街直营店）,泉润脱骨鸭掌2kg*6,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,6
2022/6/5,高新区小郭火锅店（天府三街直营店）,海霸王虾味饺100g*30,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,深海小海带海带苗10kg,2
2022/6/5,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,2
2022/6/5,高新区小郭火锅店（天府三街直营店）,自然馋贡菜5kg,4
2022/6/5,高新区小郭火锅店（天府三街直营店）,原切大侠雪花肥牛20kg,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,6
2022/6/5,高新区小郭火锅店（天府三街直营店）,八奇牛蓝标肥牛3.572*7,1
2022/6/5,高新区小郭火锅店（天府三街直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),2
2022/6/7,高新区小郭火锅店（天府三街直营店）,西柚果蓉1.2kg,4
2022/6/7,高新区小郭火锅店（天府三街直营店）,寒天晶球1kg,3
2022/6/7,高新区小郭火锅店（天府三街直营店）,金桔柠檬汁1.2kg,24
2022/6/7,高新区小郭火锅店（天府三街直营店）,红西柚粒果味酱850g,3
2022/6/8,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,2
2022/6/8,高新区小郭火锅店（天府三街直营店）,海霸王虾味饺100g*30,2
2022/6/8,高新区小郭火锅店（天府三街直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/8,高新区小郭火锅店（天府三街直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/8,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/6/8,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/6/8,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,3
2022/6/8,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/6/8,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/8,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,2
2022/6/8,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/6/8,高新区小郭火锅店（天府三街直营店）,八奇牛蓝标肥牛3.572*7,1
2022/6/8,高新区小郭火锅店（天府三街直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/6/8,高新区小郭火锅店（天府三街直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/6/8,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,1
2022/6/8,高新区小郭火锅店（天府三街直营店）,火锅虾仁蛋饺120g*24,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠外卖无纺布袋30cm*20cm*38cm-50个,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠菌汤膏135g*74,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠定制包装底料1.4kg*14(外卖升级版),1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),3
2022/6/10,高新区小郭火锅店（天府三街直营店）,探川泰式风味蘸料500g*20,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),8
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋牛奶鸭血300g*20,5
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠定制包装底料750g*22(外卖升级版),1
2022/6/10,高新区小郭火锅店（天府三街直营店）,笋胡子清水笋片1kg*10,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,全木浆擦手纸(188-190mm)-24包,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,千禾陈醋5L*2,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋火锅川粉180g*50,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠番茄汤膏300g*50(漫味龙),1
2022/6/10,高新区小郭火锅店（天府三街直营店）,洁劲洗洁精10kg*2,3
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋黑土猪火锅午餐肉340g*24,2
2022/6/10,高新区小郭火锅店（天府三街直营店）,元宝大豆油10L*2,2
2022/6/10,高新区小郭火锅店（天府三街直营店）,垃圾袋85cm*90cm-500个,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠盒装纸巾(250盒),1
2022/6/10,高新区小郭火锅店（天府三街直营店）,白酒,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,枸杞1.5kg,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,千禾鲜蚝油6kg*2,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油50g*132,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,蜀大侠无糖薄荷糖2.5kg(陈皮味),3
2022/6/10,高新区小郭火锅店（天府三街直营店）,料碟(3.0),30
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋黑鱼片500g*20,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,卤肥肠1kg*10,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,4
2022/6/10,高新区小郭火锅店（天府三街直营店）,洋风椰蓉抹茶大福500g*10,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,2
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋麻辣小郡肝1kg*12(蓝标),2
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,2
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,原切大侠雪花肥牛20kg,1
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋贡菜5kg,2
2022/6/10,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,2
2022/6/8,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),3
2022/6/8,高新区小郭火锅店（天府三街直营店）,自然馋牛奶鸭血300g*20,5
2022/6/8,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),5
2022/6/8,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),5
2022/6/8,高新区小郭火锅店（天府三街直营店）,U型瓶500ml-200个,1
2022/6/8,高新区小郭火锅店（天府三街直营店）,PLA可降解吸管23cm*1.2cm-4000支,1
2022/6/8,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料600g*30(升级版),1
2022/6/8,高新区小郭火锅店（天府三街直营店）,料碟(3.0),1
2022/6/8,高新区小郭火锅店（天府三街直营店）,12寸圆盘(12平浅)-密胺,1
2022/6/8,高新区小郭火锅店（天府三街直营店）,2021年女士服务员夏装短袖S(上衣+裤子),2
2022/6/8,高新区小郭火锅店（天府三街直营店）,船型盘,20
2022/6/8,高新区小郭火锅店（天府三街直营店）,2021年男士服务员夏装短袖XL(上衣+裤子),3
2022/6/8,高新区小郭火锅店（天府三街直营店）,2021款厨师长龙服S(含围裙),1
2022/6/8,高新区小郭火锅店（天府三街直营店）,8寸圆盘(8平)-密胺,1
2022/6/12,高新区小郭火锅店（天府三街直营店）,红西柚粒果味酱850g,2
2022/6/12,高新区小郭火锅店（天府三街直营店）,金桔柠檬汁1.2kg,24
2022/6/12,高新区小郭火锅店（天府三街直营店）,浦元家红豆龙珠850g,4
2022/6/12,高新区小郭火锅店（天府三街直营店）,冰糖糖浆2.5kg,4
2022/6/12,高新区小郭火锅店（天府三街直营店）,浦元家青稞龙珠850g,3
2022/6/12,高新区小郭火锅店（天府三街直营店）,西柚果蓉1.2kg,2
2022/6/12,高新区小郭火锅店（天府三街直营店）,红豆罐头930g,3
2022/6/13,高新区小郭火锅店（天府三街直营店）,自然馋土豆宽粉180g*50,2
2022/6/10,高新区小郭火锅店（天府三街直营店）,黄天鹅高品质鸡蛋30个,12
2022/6/13,高新区小郭火锅店（天府三街直营店）,探川椒麻包110g*100,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,笋胡子清水笋片1kg*10,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,蜀大侠菌汤膏135g*74,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,自然馋牛奶鸭血300g*20,3
2022/6/13,高新区小郭火锅店（天府三街直营店）,探川花生碎1kg*15,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,液氮龙须笋500g*30,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),3
2022/6/13,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),8
2022/6/13,高新区小郭火锅店（天府三街直营店）,美好火腿肠170g*30,2
2022/6/13,高新区小郭火锅店（天府三街直营店）,蜀大侠番茄汤膏300g*50(漫味龙),1
2022/6/13,高新区小郭火锅店（天府三街直营店）,船型盒7.5cm*12.4cm-500个,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油50g*132,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),3
2022/6/13,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,自然馋火锅川粉180g*50,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,自然馋黑鱼片500g*20,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,2
2022/6/13,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,3
2022/6/13,高新区小郭火锅店（天府三街直营店）,深海小海带海带苗10kg,1
2022/6/13,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/6/13,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),2
2022/6/13,高新区小郭火锅店（天府三街直营店）,八奇牛青花椒味火锅牛排1kg*12(云阳),1
2022/6/13,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/12,高新区小郭火锅店（天府三街直营店）,加长胶手套(统采),20
2022/6/12,高新区小郭火锅店（天府三街直营店）,百洁布20/张(统采),2
2022/6/12,高新区小郭火锅店（天府三街直营店）,空气清新剂(统采),1
2022/6/12,高新区小郭火锅店（天府三街直营店）,线手套-中厚(统采),12
2022/6/12,高新区小郭火锅店（天府三街直营店）,一次性勺子透明-500个(统采),2
2022/6/12,高新区小郭火锅店（天府三街直营店）,一次性网帽100/个(统采),5
2022/6/12,高新区小郭火锅店（天府三街直营店）,一次性勺子黄色-500个(统采),2
2022/6/12,高新区小郭火锅店（天府三街直营店）,750ml方形打包盒-300个(统采),3
2022/6/12,高新区小郭火锅店（天府三街直营店）,医用口罩-10个(统采),100
2022/6/12,高新区小郭火锅店（天府三街直营店）,洗衣粉2.8kg*4(统采),1
